ID_BIOGRID;ID_KEGG;INDICE;PATHWAY;LOCALISATION
855245;YMR205C;2929;Glycolysis / Gluconeogenesis;None
855246;YMR206W;2930;None;None
855247;YMR207C;2931;Fatty acid biosynthesis;['MICROTUBULE']
855248;YMR208W;2932;Terpenoid backbone biosynthesis;['CYTOPLASM']
855249;YMR209C;2933;None;None
855250;YMR210W;2934;None;None
855251;YMR211W;2935;None;None
855252;YMR212C;2936;None;['CELL PERIPHERY']
855253;YMR213W;2937;Spliceosome;None
855254;YMR214W;2938;Protein processing in endoplasmic reticulum;None
855255;YMR215W;2939;None;['ER']
855256;YMR216C;2940;None;['CYTOPLASM']
855257;YMR217W;2941;Purine metabolism;None
855258;YMR218C;2942;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'GOLGI']
855259;YMR219W;2943;None;['NUCLEAR PERIPHERY']
855260;YMR220W;2944;Terpenoid backbone biosynthesis;['CYTOPLASM']
855261;YMR221C;2945;None;['VACUOLE']
855262;YMR222C;2946;None;None
855263;YMR223W;2947;None;['NUCLEUS']
855264;YMR224C;2948;Homologous recombination;['MUCLEUS']
855265;YMR225C;2949;None;['MITOCHONDRIA']
855266;YMR226C;2950;Pyrimidine metabolism;['CYTOPLASM']
855267;YMR227C;2951;Basal transcription factors;['NUCLEUS', 'CYTOPLASM']
855268;YMR228W;2952;None;None
855269;YMR229C;2953;None;['NUCLEUS', 'CYTOPLASM']
855270;YMR230W;2954;Ribosome;['CYTOPLASM']
855271;YMR231W;2955;Autophagy - yeast;['PUNCTATE COMPOSITE', 'ENDOSOME']
855272;YMR232W;2956;None;['CYTOPLASM']
855273;YMR233W;2957;None;None
855274;YMR234W;2958;DNA replication;['CYTOPLASM']
855275;YMR235C;2959;Nucleocytoplasmic transport;['CYTOPLASM']
3308;None;2960;None;None
855276;YMR236W;2961;Basal transcription factors;['NUCLEUS']
855277;YMR237W;2962;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'GOLGI']
855278;YMR238W;2963;None;['ER']
855279;tR(UCU)M1;2964;None;None
855280;YMR239C;2965;Ribosome biogenesis in eukaryotes;['NUCLEUS']
855281;YMR240C;2966;Spliceosome;['NUCLEUS']
3315;None;2967;None;None
855282;YMR241W;2968;None;['MITOCHONDRIA']
855283;YMR242C;2969;Ribosome;['CYTOPLASM', 'FOCI']
855284;YMR243C;2970;None;['VACUOLAR MEMBRANE']
855285;YMR244W;2971;None;None
855287;YMR244C-A;2972;None;['CYTOPLASM']
855288;YMR246W;2973;Fatty acid biosynthesis;['LIPID PARTICLE', 'ER']
855289;YMR247C;2974;None;None
855291;YMR250W;2975;Alanine, aspartate and glutamate metabolism;['CYTOPLASM']
3320;None;2976;None;None
855293;YMR251W-A;2977;None;None
855292;YMR251W;2978;None;None
3326;RP1-302G2.1;2979;None;None
855295;YMR253C;2980;None;None
855297;YMR255W;2981;None;['CYTOPLASM']
855298;YMR256C;2982;Oxidative phosphorylation;['MITOCHONDRIA']
855299;YMR257C;2983;None;None
855294;YMR252C;2984;None;['MITOCHONDRIA']
855301;YMR259C;2985;None;None
855302;YMR260C;2986;None;['CYTOPLASM']
855303;YMR261C;2987;Starch and sucrose metabolism;['CYTOPLASM']
855300;YMR258C;2988;None;['CYTOPLASM']
855305;YMR263W;2989;None;['NUCLEUS']
855306;YMR264W;2990;Protein processing in endoplasmic reticulum;['ER']
855304;YMR262W;2991;None;None
855308;YMR266W;2992;None;['CELL PERIPHERY']
855309;YMR267W;2993;Oxidative phosphorylation;None
855310;YMR268C;2994;None;['CYTOPLASM']
855311;YMR269W;2995;None;['NUCLEOLUS']
855312;YMR270C;2996;None;['NUCLEOLUS']
855313;YMR271C;2997;Pyrimidine metabolism;None
855307;YMR265C;2998;None;None
855315;YMR272C;2999;None;['ER', 'PUNCTATE COMPOSITE']
855316;YMR273C;3000;None;None
855317;YMR274C;3001;Terpenoid backbone biosynthesis;None
855318;YMR275C;3002;None;['CYTOPLASM']
855319;YMR276W;3003;Protein processing in endoplasmic reticulum;['CYTOPLASM']
855320;YMR277W;3004;None;['NUCLEUS']
855314;tQ(CUG)M;3005;None;None
855322;YMR279C;3006;None;None
855323;YMR280C;3007;None;None
855324;YMR281W;3008;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;['CYTOPLASM']
855325;YMR282C;3009;None;['MITOCHONDRIA']
855326;YMR283C;3010;None;None
855321;YMR278W;3011;Glycolysis / Gluconeogenesis;['CYTOPLASM']
855328;YMR284W;3012;Non-homologous end-joining;['NUCLEUS', 'CYTOPLASM']
855329;YMR285C;3013;None;['CYTOPLASM']
855327;tY(GUA)M2;3014;None;None
855331;YMR287C;3015;None;['MITOCHONDRIA']
855332;YMR288W;3016;Spliceosome;['NUCLEUS']
855333;YMR289W;3017;Folate biosynthesis;['CYTOPLASM']
822566;AT3G29160;3018;None;None
855335;YMR290C;3019;None;None
855336;YMR291W;3020;None;['CYTOPLASM']
855337;YMR292W;3021;None;['ER']
855338;YMR293C;3022;Aminoacyl-tRNA biosynthesis;['MITOCHONDRIA']
855339;YMR294W;3023;None;None
855341;YMR295C;3024;None;None
855342;YMR296C;3025;Sphingolipid metabolism;['ER']
855343;YMR297W;3026;None;['CYTOPLASM']
855344;YMR298W;3027;None;None
855345;YMR299C;3028;None;['PUNCTATE COMPOSITE']
855346;YMR300C;3029;Purine metabolism;['CYTOPLASM']
855347;YMR301C;3030;ABC transporters;['MITOCHONDRIA']
855348;YMR302C;3031;None;['MITOCHONDRIA']
855349;YMR303C;3032;Glycolysis / Gluconeogenesis;['CYTOPLASM']
855350;YMR304W;3033;Polycomb repressive complex;['CYTOPLASM']
855352;YMR305C;3034;None;None
855353;YMR306W;3035;Starch and sucrose metabolism;None
855355;YMR307W;3036;None;None
855356;YMR308C;3037;Nucleocytoplasmic transport;['CYTOPLASM', 'NUCLEUS']
855357;YMR309C;3038;None;['CYTOPLASM']
855358;YMR310C;3039;None;['NUCLEUS']
855359;YMR311C;3040;None;None
855360;YMR312W;3041;None;None
855361;YMR313C;3042;Glycerolipid metabolism;['LIPID PARTICLE']
855362;YMR314W;3043;Proteasome;None
855363;YMR315W;3044;None;['CYTOPLASM']
855364;YMR316W;3045;None;None
855366;YMR317W;3046;None;None
855368;YMR318C;3047;Glycolysis / Gluconeogenesis;['CYTOPLASM']
855369;YMR319C;3048;None;['CELL PERIPHERY', 'VACUOLE']
855371;None;3049;None;None
855372;YMR322C;3050;Pyruvate metabolism;None
855373;YMR323W;3051;Glycolysis / Gluconeogenesis;None
855375;YMR325W;3052;None;None
855377;YNL339C;3053;None;None
855380;YNL336W;3054;None;None
855381;YNL335W;3055;Atrazine degradation;None
855382;YNL334C;3056;Vitamin B6 metabolism;None
855383;YNL333W;3057;Vitamin B6 metabolism;None
855384;YNL332W;3058;Thiamine metabolism;None
855385;YNL331C;3059;None;None
855386;YNL330C;3060;ATP-dependent chromatin remodeling;['MIX CULT']
855387;YNL329C;3061;Peroxisome;['PUNCTATE COMPOSITE', 'PEROXISOME']
855388;YNL328C;3062;None;['MITOCHONDRIA']
855389;YNL327W;3063;None;['CELL PERIPHERY', 'ER', 'CYTOPLASM']
855390;YNL326C;3064;None;None
855392;YNL325C;3065;Inositol phosphate metabolism;['VACUOLAR MEMBRANE', 'CYTOPLASM']
855393;YNL323W;3066;Efferocytosis;['ER']
855394;YNL322C;3067;None;['ER']
855395;YNL321W;3068;None;None
855396;YNL320W;3069;None;None
855398;YNL318C;3070;Meiosis - yeast;None
855399;YNL317W;3071;mRNA surveillance pathway;['NUCLEUS']
855400;YNL316C;3072;Phenylalanine, tyrosine and tryptophan biosynthesis;['CYTOPLASM']
855401;YNL315C;3073;None;None
855402;YNL314W;3074;None;None
855403;YNL313C;3075;None;['CYTOPLASM']
855404;YNL312W;3076;DNA replication;['NUCLEOLUS', 'NUCLEUS']
855405;YNL311C;3077;None;['CYTOPLASM']
855406;YNL310C;3078;None;['MITOCHONDRIA']
855407;YNL309W;3079;None;['NUCLEOLUS']
855408;YNL308C;3080;None;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
855409;YNL307C;3081;None;['CYTOPLASM']
855410;YNL306W;3082;Ribosome;['MITOCHONDRIA']
855411;YNL305C;3083;None;None
855412;YNL304W;3084;None;['CYTOPLASM']
855414;YNL302C;3085;Ribosome;['CYTOPLASM']
855415;YNL301C;3086;Ribosome;['CYTOPLASM', 'FOCI']
855416;YNL300W;3087;None;None
855417;YNL299W;3088;RNA degradation;None
855418;YNL298W;3089;MAPK signaling pathway - yeast;['BUD NECK', 'CELL PERIPHERY', 'BUD TIP']
855420;YNL297C;3090;None;['PUNCTATE COMPOSITE', 'CYTOPLASM']
855421;YNL295W;3091;None;None
855422;YNL294C;3092;None;None
855423;YNL293W;3093;None;['CYTOPLASM']
855424;YNL292W;3094;None;None
855425;YNL291C;3095;None;None
855426;YNL290W;3096;DNA replication;['NUCLEUS']
855427;YNL289W;3097;Cell cycle - yeast;None
855428;YNL288W;3098;RNA degradation;['CYTOPLASM']
855429;YNL287W;3099;None;['PUNCTATE COMPOSITE', 'GOLGI']
855430;YNL286W;3100;None;['NUCLEUS']
855433;YNL284C-B;3101;None;None
855434;YNL284C-A;3102;None;None
855436;YNL284C;3103;Ribosome;['MITOCHONDRIA']
855437;tT(AGU)N1;3104;None;None
855438;YNL283C;3105;MAPK signaling pathway - yeast;['CELL PERIPHERY']
855439;YNL282W;3106;Ribosome biogenesis in eukaryotes;['NUCLEUS']
855440;YNL281W;3107;None;['CYTOPLASM']
855441;YNL280C;3108;Steroid biosynthesis;['NUCLEAR PERIPHERY']
855442;YNL279W;3109;None;None
855443;YNL278W;3110;RNA degradation;['CYTOPLASM']
855444;YNL277W;3111;Cysteine and methionine metabolism;['CYTOPLASM']
855446;YNL275W;3112;None;None
855447;YNL274C;3113;Glyoxylate and dicarboxylate metabolism;['CYTOPLASM']
855448;YNL273W;3114;None;None
855449;YNL272C;3115;None;['BUD NECK']
855450;YNL271C;3116;MAPK signaling pathway - yeast;['BUD NECK']
855451;YNL270C;3117;None;None
855452;YNL269W;3118;None;None
855453;YNL268W;3119;None;['CELL PERIPHERY']
855454;YNL267W;3120;Inositol phosphate metabolism;['CYTOPLASM']
855456;YNL265C;3121;Endocytosis;['PUNCTATE COMPOSITE', 'ENDOSOME']
855457;YNL264C;3122;None;['CYTOPLASM']
855458;YNL263C;3123;None;None
855459;YNL262W;3124;DNA replication;['NUCLEUS', 'CYTOPLASM']
855460;YNL261W;3125;Cell cycle - yeast;['CYTOPLASM']
855461;YNL260C;3126;None;None
855462;YNL259C;3127;None;['CYTOPLASM']
855463;YNL258C;3128;None;['CELL PERIPHERY', 'ER']
855464;YNL257C;3129;None;['CYTOPLASM']
855465;YNL256W;3130;Folate biosynthesis;['MITOCHONDRIA', 'CYTOPLASM']
855466;YNL255C;3131;None;['CYTOPLASM']
855467;YNL254C;3132;None;['CYTOPLASM']
855468;YNL253W;3133;Nucleocytoplasmic transport;None
855469;YNL252C;3134;None;None
855470;YNL251C;3135;None;['NUCLEUS']
855471;YNL250W;3136;Homologous recombination;['NUCLEUS']
855472;YNL249C;3137;None;None
855473;YNL248C;3138;RNA polymerase;None
855474;YNL247W;3139;Aminoacyl-tRNA biosynthesis;None
855475;YNL246W;3140;None;['NUCLEUS']
855476;YNL245C;3141;None;['NUCLEUS']
855477;YNL244C;3142;None;None
855478;YNL243W;3143;None;['CELL PERIPHERY']
855479;YNL242W;3144;Autophagy - other;['CYTOPLASM']
855480;YNL241C;3145;Pentose phosphate pathway;['CYTOPLASM']
855481;YNL240C;3146;None;None
855482;YNL239W;3147;None;['MITOCHONDRIA']
855483;YNL238W;3148;None;['PUNCTATE COMPOSITE', 'GOLGI']
855484;YNL237W;3149;None;None
855485;YNL236W;3150;None;['CYTOPLASM']
855487;YNL234W;3151;None;None
855488;YNL233W;3152;None;['BUD NECK', 'CYTOPLASM']
855489;YNL232W;3153;RNA degradation;['NUCLEUS', 'CYTOPLASM']
855490;YNL231C;3154;None;['LIPID PARTICLE', 'CYTOPLASM']
855491;YNL230C;3155;None;None
855492;YNL229C;3156;Glutathione metabolism;['CYTOPLASM']
855495;YNL227C;3157;None;['CYTOPLASM']
855496;YNL225C;3158;None;['SPINDLE POLE', 'CYTOPLASM']
855497;YNL224C;3159;None;['CYTOPLASM', 'FOCI']
855498;YNL223W;3160;Autophagy - other;None
855499;YNL222W;3161;mRNA surveillance pathway;None
855500;YNL221C;3162;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
855501;YNL220W;3163;Purine metabolism;['CYTOPLASM']
855502;YNL219C;3164;N-Glycan biosynthesis;['ER']
855503;YNL218W;3165;None;['NUCLEUS', 'CYTOPLASM']
855504;YNL217W;3166;None;None
855505;YNL216W;3167;None;['NUCLEUS']
855506;YNL215W;3168;ATP-dependent chromatin remodeling;None
855507;YNL214W;3169;None;['PUNCTATE COMPOSITE', 'PEROXISOME']
855508;YNL213C;3170;None;['MITOCHONDRIA']
855509;YNL212W;3171;None;None
855510;YNL211C;3172;None;None
855511;YNL210W;3173;None;None
855512;YNL209W;3174;Spliceosome;['CYTOPLASM']
855513;YNL208W;3175;None;None
855514;YNL207W;3176;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
855515;YNL206C;3177;None;['NUCLEUS']
855517;YNL204C;3178;None;None
855518;YNL202W;3179;Peroxisome;None
3552;None;3180;None;None
855520;YNL201C;3181;None;['NUCLEUS']
855522;YNL199C;3182;None;None
855521;YNL200C;3183;None;['CYTOPLASM']
855524;YNL197C;3184;None;['CYTOPLASM']
855525;YNL196C;3185;None;None
855526;YNL195C;3186;None;None
855527;YNL194C;3187;None;['CELL PERIPHERY']
855528;YNL193W;3188;None;None
855529;YNL192W;3189;Amino sugar and nucleotide sugar metabolism;None
855530;YNL191W;3190;None;['CYTOPLASM']
855531;YNL190W;3191;None;None
855532;YNL189W;3192;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY', 'CYTOPLASM']
855533;YNL188W;3193;None;None
855534;YNL187W;3194;None;None
855535;YNL186W;3195;None;['NUCLEUS']
855536;YNL185C;3196;Ribosome;['MITOCHONDRIA']
855537;None;3197;None;None
855538;YNL183C;3198;None;['CYTOPLASM']
855539;YNL182C;3199;None;None
855540;YNL181W;3200;None;None
855541;YNL180C;3201;None;['NUCLEUS', 'CYTOPLASM']
855543;YNL178W;3202;Ribosome;None
855544;YNL177C;3203;None;['MITOCHONDRIA']
855545;YNL176C;3204;None;['CYTOPLASM']
855547;YNL175C;3205;None;['NUCLEUS']
855548;YNL173C;3206;None;['CELL PERIPHERY']
855549;YNL172W;3207;Cell cycle - yeast;['CYTOPLASM']
855552;YNL169C;3208;Glycerophospholipid metabolism;['MITOCHONDRIA']
855553;YNL168C;3209;Tyrosine metabolism;['MITOCHONDRIA']
855554;YNL167C;3210;MAPK signaling pathway - yeast;['NUCLEUS', 'CYTOPLASM']
855555;YNL166C;3211;None;['BUD NECK', 'CYTOPLASM']
855556;YNL165W;3212;None;None
855557;YNL164C;3213;None;['CYTOPLASM']
855558;YNL163C;3214;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
855559;YNL162W-A;3215;None;['CYTOPLASM']
855560;YNL162W;3216;Ribosome;['CYTOPLASM']
855561;YNL161W;3217;None;None
855562;YNL160W;3218;None;None
855563;YNL159C;3219;None;None
855564;YNL158W;3220;None;['NUCLEAR PERIPHERY']
855565;YNL157W;3221;None;['NUCLEUS', 'CYTOPLASM']
855566;YNL156C;3222;None;['ER']
855567;YNL155W;3223;None;['CYTOPLASM']
855568;YNL154C;3224;MAPK signaling pathway - yeast;None
855569;YNL153C;3225;None;['CYTOPLASM']
855570;YNL152W;3226;None;['CYTOPLASM']
855571;YNL151C;3227;RNA polymerase;None
855573;YNL149C;3228;None;['ER']
855574;YNL148C;3229;None;['CYTOPLASM']
855575;YNL147W;3230;RNA degradation;['CYTOPLASM', 'FOCI']
855576;YNL146W;3231;None;['ER']
855577;YNL145W;3232;MAPK signaling pathway - yeast;None
855578;YNL144C;3233;None;None
855579;None;3234;None;None
855580;YNL142W;3235;None;['CELL PERIPHERY']
855581;YNL141W;3236;Purine metabolism;['CYTOPLASM']
855582;YNL140C;3237;None;None
855583;YNL139C;3238;Nucleocytoplasmic transport;['NUCLEUS']
855584;YNL138W;3239;None;['CYTOPLASM', 'FOCI']
855585;YNL137C;3240;Ribosome;['MITOCHONDRIA']
855586;YNL136W;3241;None;['NUCLEUS']
855587;YNL135C;3242;None;['CYTOPLASM']
855588;YNL134C;3243;None;['CYTOPLASM']
3621;RP11-8D7.1;3244;None;None
855589;YNL133C;3245;None;['NUCLEUS']
3622;None;3246;None;None
855591;YNL132W;3247;Ribosome biogenesis in eukaryotes;['PUNCTATE COMPOSITE', 'CYTOPLASM']
855592;YNL131W;3248;None;None
855593;YNL130C;3249;Phosphonate and phosphinate metabolism;None
855594;YNL129W;3250;Nicotinate and nicotinamide metabolism;None
855595;YNL128W;3251;Inositol phosphate metabolism;None
855596;YNL127W;3252;None;['CYTOPLASM']
855597;YNL126W;3253;None;['SPINDLE POLE']
855598;YNL125C;3254;None;None
855599;YNL124W;3255;None;['NUCLEUS']
855600;YNL123W;3256;None;['NUCLEUS', 'CYTOPLASM']
855601;YNL122C;3257;None;['MITOCHONDRIA']
855602;YNL121C;3258;None;['MITOCHONDRIA']
855603;YNL119W;3259;Sulfur relay system;['CYTOPLASM']
855605;YNL118C;3260;RNA degradation;['CYTOPLASM']
855606;YNL117W;3261;Pyruvate metabolism;None
855607;YNL116W;3262;None;['CYTOPLASM']
855608;YNL115C;3263;None;None
855609;YNL113W;3264;RNA polymerase;['NUCLEOLUS', 'CYTOPLASM']
855611;YNL112W;3265;Spliceosome;['CYTOPLASM']
855612;YNL111C;3266;None;['ER']
855613;YNL110C;3267;None;None
855615;YNL108C;3268;None;['CYTOPLASM']
855616;YNL107W;3269;ATP-dependent chromatin remodeling;None
855618;YNL106C;3270;Inositol phosphate metabolism;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
855619;YNL104C;3271;Valine, leucine and isoleucine biosynthesis;['MITOCHONDRIA']
855620;YNL103W;3272;None;['NUCLEUS']
855621;YNL102W;3273;DNA replication;['NUCLEUS']
855622;YNL101W;3274;Autophagy - yeast;None
855623;YNL100W;3275;None;None
855624;YNL099C;3276;None;None
855625;YNL098C;3277;Meiosis - yeast;['CYTOPLASM', 'NUCLEUS']
855626;YNL097C;3278;None;['NUCLEUS']
855628;YNL096C;3279;Ribosome;['CYTOPLASM', 'FOCI']
855629;YNL095C;3280;None;['ER']
855630;YNL094W;3281;None;['CYTOPLASM']
855631;YNL093W;3282;None;None
855632;YNL092W;3283;Histidine metabolism;None
855633;YNL091W;3284;None;['CYTOPLASM']
855634;YNL090W;3285;None;['CYTOPLASM']
855636;YNL088W;3286;None;['NUCLEUS']
855637;YNL087W;3287;None;['CELL PERIPHERY']
855638;YNL086W;3288;None;None
855639;YNL085W;3289;None;['CYTOPLASM']
855640;YNL084C;3290;None;['PUNCTATE COMPOSITE', 'CELL PERIPHERY', 'ACTIN']
855641;YNL083W;3291;None;['MITOCHONDRIA']
855642;YNL082W;3292;Mismatch repair;None
855643;YNL081C;3293;Ribosome;['MITOCHONDRIA']
855644;YNL080C;3294;None;None
855645;YNL079C;3295;Motor proteins;None
855646;YNL078W;3296;None;None
855647;YNL077W;3297;Protein processing in endoplasmic reticulum;['CYTOPLASM']
855648;YNL076W;3298;None;['CYTOPLASM']
855649;YNL075W;3299;Ribosome biogenesis in eukaryotes;None
855650;YNL074C;3300;None;['CYTOPLASM']
855651;YNL073W;3301;Aminoacyl-tRNA biosynthesis;['MITOCHONDRIA']
855652;YNL072W;3302;DNA replication;['CYTOPLASM']
855653;YNL071W;3303;Glycolysis / Gluconeogenesis;['MITOCHONDRIA']
855654;YNL070W;3304;None;None
855655;YNL069C;3305;Ribosome;None
855656;YNL068C;3306;None;['NUCLEUS']
855658;YNL067W;3307;Ribosome;['CYTOPLASM']
855659;YNL066W;3308;None;['MITOCHONDRIA']
855660;YNL065W;3309;None;['VACUOLE', 'CELL PERIPHERY']
855661;YNL064C;3310;Protein processing in endoplasmic reticulum;['NUCLEUS', 'CYTOPLASM']
855662;YNL063W;3311;None;None
855663;YNL062C;3312;None;['NUCLEUS']
855664;YNL061W;3313;None;['NUCLEOLUS']
855665;YNL059C;3314;ATP-dependent chromatin remodeling;['NUCLEUS', 'CYTOPLASM']
855667;YNL058C;3315;None;None
855668;YNL056W;3316;None;['CYTOPLASM']
855669;YNL055C;3317;None;['MITOCHONDRIA']
855670;tD(GUC)N;3318;None;None
855671;YNL054W-A;3319;None;None
855672;YNL054W-B;3320;None;None
855673;YNL054W;3321;None;None
855674;YNL053W;3322;MAPK signaling pathway - yeast;['CYTOPLASM']
855675;YNL052W;3323;Oxidative phosphorylation;['MITOCHONDRIA']
855676;YNL051W;3324;None;['PUNCTATE COMPOSITE', 'GOLGI']
855677;YNL050C;3325;None;None
855678;YNL049C;3326;Protein processing in endoplasmic reticulum;['PUNCTATE COMPOSITE', 'ER']
855679;YNL048W;3327;N-Glycan biosynthesis;None
855680;YNL047C;3328;None;None
855681;YNL046W;3329;None;['ER']
855682;YNL045W;3330;Arachidonic acid metabolism;['CYTOPLASM']
855683;YNL044W;3331;None;['PUNCTATE COMPOSITE', 'GOLGI']
855686;YNL042W;3332;None;['NUCLEUS']
855687;YNL041C;3333;None;['PUNCTATE COMPOSITE']
855688;YNL040W;3334;None;['CYTOPLASM']
855689;YNL039W;3335;None;['NUCLEUS']
855690;YNL038W;3336;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;None
855691;YNL037C;3337;Citrate cycle (TCA cycle);['MITOCHONDRIA']
855692;YNL036W;3338;Nitrogen metabolism;['CYTOPLASM']
855693;tT(AGU)N2;3339;None;None
855695;YNL035C;3340;None;['NUCLEUS']
855697;YNL034W;3341;None;None
855698;YNL033W;3342;None;None
855699;YNL032W;3343;None;['CYTOPLASM']
855700;YNL031C;3344;None;None
855701;YNL030W;3345;None;['NUCLEUS']
3735;None;3346;None;None
855703;YNL029C;3347;None;None
855704;YNL027W;3348;None;['CYTOPLASM']
855705;YNL026W;3349;None;None
855706;YNL025C;3350;None;['NUCLEOLUS']
855707;YNL024C;3351;None;None
855708;YNL023C;3352;None;None
855709;YNL022C;3353;None;['NUCLEUS']
855710;YNL021W;3354;None;['NUCLEUS']
855711;YNL020C;3355;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
855712;YNL019C;3356;None;None
855713;None;3357;None;None
855716;YNL016W;3358;None;['CYTOPLASM']
855717;YNL015W;3359;None;['CYTOPLASM']
855718;YNL014W;3360;None;None
855720;YNL012W;3361;None;None
855721;YNL011C;3362;None;None
855722;YNL010W;3363;None;None
855723;YNL009W;3364;Citrate cycle (TCA cycle);None
855724;YNL008C;3365;None;['NUCLEAR PERIPHERY']
855725;YNL007C;3366;None;['CYTOPLASM', 'NUCLEUS']
855726;YNL006W;3367;Autophagy - other;None
855727;YNL005C;3368;None;['MITOCHONDRIA']
855728;YNL004W;3369;None;['NUCLEUS']
855729;YNL003C;3370;None;None
855730;YNL002C;3371;Ribosome;None
855731;YNL001W;3372;mRNA surveillance pathway;['CYTOPLASM']
855732;YNR001C;3373;Citrate cycle (TCA cycle);['MITOCHONDRIA']
855736;YNR002C;3374;None;None
855737;YNR003C;3375;RNA polymerase;None
855738;YNR004W;3376;None;['NUCLEOLUS']
855739;YNR006W;3377;Viral life cycle - HIV-1;['PUNCTATE COMPOSITE', 'ENDOSOME', 'CYTOPLASM']
855741;YNR007C;3378;Autophagy - other;None
855742;YNR008W;3379;Glycerolipid metabolism;None
855743;YNR009W;3380;None;['NUCLEUS']
855744;YNR010W;3381;None;['NUCLEUS']
855745;YNR011C;3382;Spliceosome;['NUCLEUS']
855746;YNR012W;3383;Pyrimidine metabolism;['CYTOPLASM']
855747;YNR013C;3384;None;['ER']
855748;YNR014W;3385;None;['CYTOPLASM']
855749;YNR015W;3386;None;['PUNCTATE COMPOSITE', 'NUCLEUS', 'CYTOPLASM']
855750;YNR016C;3387;Fatty acid biosynthesis;['PUNCTATE COMPOSITE', 'CYTOPLASM']
855751;YNR017W;3388;None;['MITOCHONDRIA']
855752;YNR018W;3389;None;None
855753;YNR019W;3390;Steroid biosynthesis;['ER']
855754;YNR020C;3391;None;None
855755;YNR021W;3392;None;['ER']
855756;YNR022C;3393;None;None
855757;YNR023W;3394;None;None
855758;YNR024W;3395;RNA degradation;['NUCLEUS']
855760;YNR026C;3396;Protein processing in endoplasmic reticulum;['ER']
855761;YNR027W;3397;Vitamin B6 metabolism;None
855762;YNR028W;3398;None;[]
855763;YNR029C;3399;None;['CYTOPLASM']
855764;YNR030W;3400;N-Glycan biosynthesis;['ER']
855765;YNR031C;3401;MAPK signaling pathway - yeast;['CYTOPLASM']
855766;YNR032W;3402;None;['CYTOPLASM']
855767;YNR032C-A;3403;None;None
855768;YNR033W;3404;Folate biosynthesis;['CYTOPLASM']
855769;YNR034W;3405;Pentose phosphate pathway;['CYTOPLASM']
855770;YNR034W-A;3406;None;['CYTOPLASM']
855771;YNR035C;3407;Autophagy - yeast;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
855772;YNR036C;3408;Ribosome;None
855773;YNR037C;3409;Ribosome;None
855774;YNR038W;3410;None;['NUCLEOLUS', 'CYTOPLASM']
855775;YNR039C;3411;None;None
855776;YNR040W;3412;None;['MITOCHONDRIA']
855778;YNR041C;3413;Ubiquinone and other terpenoid-quinone biosynthesis;['MITOCHONDRIA']
855779;YNR043W;3414;Terpenoid backbone biosynthesis;['CYTOPLASM']
855780;YNR044W;3415;None;['ER']
855781;YNR045W;3416;None;['MITOCHONDRIA']
855782;YNR046W;3417;None;['CYTOPLASM', 'NUCLEUS']
855783;YNR047W;3418;None;['CYTOPLASM']
855784;YNR048W;3419;None;['CYTOPLASM']
855785;YNR049C;3420;None;['BUD NECK']
855786;YNR050C;3421;Lysine biosynthesis;['CYTOPLASM']
855787;YNR051C;3422;Mitophagy - yeast;['CYTOPLASM']
855788;YNR052C;3423;RNA degradation;['CYTOPLASM']
855789;YNR053C;3424;Ribosome biogenesis in eukaryotes;['NUCLEUS']
855790;YNR054C;3425;None;None
855792;YNR055C;3426;None;['CELL PERIPHERY']
855793;YNR056C;3427;None;['CELL PERIPHERY']
855794;YNR057C;3428;Biotin metabolism;None
855795;YNR058W;3429;Biotin metabolism;None
855796;YNR059W;3430;Various types of N-glycan biosynthesis;None
855797;YNR060W;3431;None;None
855798;YNR061C;3432;None;None
855799;YNR062C;3433;None;None
855800;YNR063W;3434;None;None
855801;YNR064C;3435;None;None
855802;YNR065C;3436;None;None
855803;YNR066C;3437;None;None
855804;YNR067C;3438;None;None
3837;None;3439;None;None
855805;YNR068C;3440;None;None
855807;YNR070W;3441;ABC transporters;None
855806;YNR069C;3442;None;None
855809;YNR072W;3443;Meiosis - yeast;None
3842;None;3444;None;None
855811;YNR074C;3445;None;None
855812;YNR075W;3446;None;['CELL PERIPHERY', 'ER']
855808;YNR071C;3447;None;None
855810;YNR073C;3448;Fructose and mannose metabolism;None
855813;YNR076W;3449;None;None
855816;YPL257W-A;3450;None;None
855817;YPL257W-B;3451;None;None
855818;YPL257W;3452;None;None
855819;YPL256C;3453;MAPK signaling pathway - yeast;['CYTOPLASM']
855820;YPL255W;3454;None;['SPINDLE POLE']
855821;YPL254W;3455;None;['NUCLEUS']
855822;YPL253C;3456;None;None
855824;YPL252C;3457;None;['MITOCHONDRIA']
855825;YPL250C;3458;None;['CYTOPLASM']
855826;YPL249C-A;3459;Ribosome;['CYTOPLASM']
